id,dimension,model,question,correct_answer,raw_response,extracted,is_correct
finance_obj_011,finance,claude_sonnet_4_5,"Which of the following statements are true concerning the Box-Jenkins approach to diagnostic testing for ARMA models?

(i) The tests will show whether the identified model is either too large or too small

(ii) The tests involve checking the model residuals for autocorrelation, heteroscedasticity, and non-normality

(iii) If the model suggested at the identification stage is appropriate, the acf and pacf for the residuals should show no additional structure

(iv) If the model suggested at the identification stage is appropriate, the coefficients on the additional variables under the overfitting approach will be statistically insignificant",A,D,D,False
finance_obj_012,finance,claude_sonnet_4_5,"Which of the following are disadvantages of the Dickey-Fuller / Engle-Granger approach to testing for cointegration and modelling cointegrating relationships?

i) Only one cointegrating relationship can be estimated

ii) Particularly for small samples. There is a high chance of the tests suggestingthat variables are not cointegrated when they are

iii) It is not possible to make inferences on the cointegrating regression

iv) The procedure forces the researcher to specify which is the dependent variable and which are the independent variables.",D,D,D,True
finance_obj_013,finance,claude_sonnet_4_5,"If OLS is applied separately to each equation that is part of a simultaneous system, the resulting estimates will be",C,C,C,True
finance_obj_014,finance,claude_sonnet_4_5,"Which of the following statements are true concerning the standardised residuals (residuals divided by their respective conditional standard deviations) from an estimated GARCH model?

i) They are assumed to be normally distributed


ii) Their squares will be related to their lagged squared values if the GARCH model is

appropriate


iii) In practice, they are likely to have fat tails


iv) If the GARCH model is adequate, the standardised residuals and the raw residuals

will be identical",B,"Looking at each statement about standardized residuals from a GARCH model:

i) They are assumed to be normally distributed - TRUE. In standard GARCH models, standardized residuals are typically assumed to follow a normal distribution (though other distributions can be used).

ii) Their squares will be related to their lagged squared values if the GARCH model is appropriate - FALSE. If the GARCH model is appropriate and correctly specified, it should have captured all the conditional heteroskedasticity. The standardized residuals should then show no remaining autocorrelation in their squares.

iii) In practice, they are likely to have fat tails - TRUE. Even after GARCH standardization, empirical studies consistently show that standardized residuals often exhibit excess kurtosis (fat tails), which is why alternative distributions like Student's t are sometimes used.

iv) If the GARCH model is adequate, the standardised resid",A,False
finance_obj_015,finance,claude_sonnet_4_5,"Which of the following statements are correct concerning the use of antithetic variates as part of a Monte Carlo experiment?

i) Antithetic variates work by reducing the number of replications required to cover the whole probability space

ii) Antithetic variates involve employing a similar variable to that used in the simulation, but whose properties are known analytically

iii) Antithetic variates involve using the negative of each of the random draws and repeating the experiment using those values as the draws

iv) Antithetic variates involve taking one over each of the random draws and repeating the experiment using those values as the draws",B,B,B,True
finance_obj_016,finance,claude_sonnet_4_5,Which one of the following criticisms of the Dickey-Fuller/Engle-Granger approach to dealing with cointegrated variables is overcome by the Engle-Yoo (EY) procedure?,D,C,C,False
finance_obj_017,finance,claude_sonnet_4_5,Consider a series that follows an MA(1) with zero mean and a moving average coefficient of 0.4. What is the value of the autocovariance at lag 1?,D,D,D,True
finance_obj_018,finance,claude_sonnet_4_5,Which of the following is NOT a feature of continuously compounded returns (i.e. log-returns)?,C,C,C,True
finance_obj_019,finance,claude_sonnet_4_5,Which of the following statements is true concerning the population regression function (PRF) and sample regression function (SRF)?,D,D,D,True
finance_obj_020,finance,claude_sonnet_4_5,"Consider the following sample autocorrelation estimates obtained using 250 data points:

1) Lag 1 2 3

2) Coefficient 0.2 -0.15 -0.1

3) Assuming that the coefficients are approximately normally distributed, which of the coefficients are statistically significant at the 5% level?",B,"To determine statistical significance of autocorrelation coefficients, I need to compare them against the standard error.

For large samples, the standard error of autocorrelation coefficients under the null hypothesis of no autocorrelation is approximately 1/√n.

Given n = 250:
Standard error = 1/√250 = 1/15.81 ≈ 0.063

For a 5% significance level (two-tailed test), the critical value is approximately 1.96.

The critical threshold = 1.96 × 0.063 ≈ 0.124

Now checking each coefficient:
- Lag 1: |0.2| = 0.2 > 0.124 → Significant
- Lag 2: |-0.15| = 0.15 > 0.124 → Significant",A,False
finance_obj_021,finance,claude_sonnet_4_5,Automatic or built-in stabilizers,D,D,D,True
finance_obj_022,finance,claude_sonnet_4_5,A budget deficit exists when,B,B,B,True
finance_obj_023,finance,claude_sonnet_4_5,Sue loses her job at a shoe factory when the economy falls into a recession. Sue is,B,B,B,True
finance_obj_024,finance,claude_sonnet_4_5,Suppose that current disposable income is $10000 and consumption spending is $8000. For every $100 increase in disposable income saving increases $10. Given this information,C,C,C,True
finance_obj_025,finance,claude_sonnet_4_5,According to Say's law,D,D,D,True
finance_obj_026,finance,claude_sonnet_4_5,Suppose that Tiger Woods buys a golf ball in England for $1 and the marginal propensity to consume in England is 0.75. What is the total increase in England's real GDP resulting from Mr. Woods' purchase?,D,"To find the total increase in GDP, I need to use the spending multiplier formula.

The spending multiplier = 1/(1 - MPC) = 1/(1 - 0.75) = 1/0.25 = 4

The total increase in GDP = Initial spending × Multiplier = $1 × 4 = $4

D",D,True
finance_obj_027,finance,claude_sonnet_4_5,Which of the following is equal to one?,D,D,D,True
finance_obj_028,finance,claude_sonnet_4_5,A policy supported by supply-side economists would be,B,B,B,True
finance_obj_029,finance,claude_sonnet_4_5,Which of the following would reduce economic growth?,A,A,A,True
finance_obj_030,finance,claude_sonnet_4_5,According to Keynesian analysis the Great Depression was caused by,A,A,A,True
finance_obj_031,finance,claude_sonnet_4_5,What is the main contrast between the short-run and long-run Phillips curve?,D,D,D,True
finance_obj_032,finance,claude_sonnet_4_5,Stagflation is the result of,A,A,A,True
finance_obj_033,finance,claude_sonnet_4_5,If nominal GDP equals $5000 and real GDP equals $4000 then the GDP Deflator equals,A,A,A,True
finance_obj_034,finance,claude_sonnet_4_5,It is unlikely that the unemployment rate will ever fall to zero because of,A,A,A,True
finance_obj_035,finance,claude_sonnet_4_5,When a bank's balance sheet shows that the bank has excess reserves,B,B,B,True
finance_obj_036,finance,claude_sonnet_4_5,Which of the following is not included in MI?,D,D,D,True
finance_obj_037,finance,claude_sonnet_4_5,U.S. real GDP most likely falls when,D,D,D,True
finance_obj_038,finance,claude_sonnet_4_5,A difference between M1 and M2 is that,C,C,C,True
finance_obj_039,finance,claude_sonnet_4_5,According to Keynesian economists,B,B,B,True
finance_obj_040,finance,claude_sonnet_4_5,In the last 20 years firms that produce cameras have begun to produce fewer 35-mm cameras and more digital cameras. This trend is an example of,C,C,C,True
finance_obj_041,finance,claude_sonnet_4_5,Which of the following statements is true for a firm in a perfectly competitive industry?,D,D,D,True
finance_obj_042,finance,claude_sonnet_4_5,A competitive firm's demand for labor is determined directly by,D,D,D,True
finance_obj_043,finance,claude_sonnet_4_5,"Elsa values her time at $50 per hour, and tutors David for two hours. David is willing to pay $175 for two hours of tutoring, but they negotiate a price of $125 for the entire two hours. Which of the following statements is true about the transaction above:",D,"Let me calculate the consumer and producer surplus.

**Producer Surplus (Elsa):**
- Elsa values her time at $50/hour for 2 hours = $100 (her minimum acceptable price)
- She receives $125
- Producer surplus = $125 - $100 = $25

**Consumer Surplus (David):**
- David is willing to pay $175
- He pays $125
- Consumer surplus = $175 - $125 = $50

**Difference:**
Consumer surplus ($50) - Producer surplus ($25) = $25

Consumer surplus is greater than producer surplus by exactly $25.

D",D,True
finance_obj_044,finance,claude_sonnet_4_5,"Firms with the following market structure(s) maximize profits by producing where marginal cost equals marginal revenue, if at all. I. Perfect competition II. Oligopoly III. Monopoly IV. Monopolistic competition",D,D,D,True
finance_obj_045,finance,claude_sonnet_4_5,Good X is exchanged in a competitive market. Which of the following is true if an excise tax is now imposed on the production of good X?,D,D,D,True
finance_obj_046,finance,claude_sonnet_4_5,"Relative to a competitive input market, a monopsony",D,D,D,True
finance_obj_047,finance,claude_sonnet_4_5,Monopolistic competition is said to be productively inefficient because,A,A,A,True
finance_obj_048,finance,claude_sonnet_4_5,"With the presence of a positive externality, which of the following would correct the externality?",A,A,A,True
finance_obj_049,finance,claude_sonnet_4_5,You are told that the income elasticity for DVDs is + 1.5. This means that,A,A,A,True
finance_obj_050,finance,claude_sonnet_4_5,"Education makes Chris a better worker, voter, parent, and citizen. Because the benefits from education go beyond those that Chris enjoys himself, education provides",D,D,D,True
finance_obj_051,finance,claude_sonnet_4_5,The elasticity of supply is typically greater when,D,D,D,True
finance_obj_052,finance,claude_sonnet_4_5,A monopoly is less efficient than a perfect competitor because,B,B,B,True
finance_obj_053,finance,claude_sonnet_4_5,The market demand curve for labor will shift to the right when,A,A,A,True
finance_obj_054,finance,claude_sonnet_4_5,Which of the following is most likely to result in a shift to the right in the demand curve for orange juice?,D,D,D,True
finance_obj_055,finance,claude_sonnet_4_5,"With respect to the kinked demand curve, which of the following is NOT correct?",D,D,D,True
finance_obj_056,finance,claude_sonnet_4_5,"In a perfectly competitive market, a firm maximizes profit by producing the quantity at which:",B,B,B,True
finance_obj_057,finance,claude_sonnet_4_5,A bilateral monopoly exists when,A,A,A,True
finance_obj_058,finance,claude_sonnet_4_5,Which of the following is true about a price floor?,C,C,C,True
finance_obj_059,finance,claude_sonnet_4_5,"If firms are entering an industry that is monopolistically competitive, we would expect",D,D,D,True
finance_obj_060,finance,claude_sonnet_4_5,Which of the following is an example of a long-run adjustment for the owners of a small café?,D,D,D,True
