id,dimension,model,question,correct_answer,raw_response,extracted,is_correct
meaning_obj_032,meaning,claude_sonnet_4_5,"One Friday afternoon, just before leaving on a weekend tip, a psychologist receives a call from a therapy client who claims to have taken an overdose of pills in a suicide attempt. The psychologist: tells the client to call a physician immediately and to come in at 9:00 A.M. on Monday for a session. The psychologist makes no other attempt to intervene, and the client dies later that evening without making any other calls for assistance. In this situation, the psychologist's behavior was clearly",A,A,A,True
meaning_obj_033,meaning,claude_sonnet_4_5,Family therapy is probably contraindicated in which of the following situations?,C,C,C,True
meaning_obj_034,meaning,claude_sonnet_4_5,"In Gestalt therapy, transference is usually",A,A,A,True
meaning_obj_035,meaning,claude_sonnet_4_5,"While treating a client, you decide that you want to consult with a colleague to discuss a specific aspect of the case that is giving you trouble. According to APA’s Ethics Code and the Canadian Code of Ethics:",B,B,B,True
meaning_obj_036,meaning,claude_sonnet_4_5,American Psychological Association?,C,A,A,False
meaning_obj_037,meaning,claude_sonnet_4_5,__________ memory is the aspect of memory that is involved in the recall of information acquired within the past few hours to days.,C,C,C,True
meaning_obj_038,meaning,claude_sonnet_4_5,What is termed “catharsis” in psychoanalytic theory might be described by behaviorists as,C,C,C,True
meaning_obj_039,meaning,claude_sonnet_4_5,Feminist therapy is characterized by all of the following except,B,B,B,True
meaning_obj_040,meaning,claude_sonnet_4_5,Object relations therapy is similar to Freudian psychodynamic therapy in its primary focus on,C,C,C,True
meaning_obj_041,meaning,claude_sonnet_4_5,"According to Kubler-Ross, when a terminally ill patient is informed of his/her condition, the patient's initial reaction will likely be",B,B,B,True
meaning_obj_042,meaning,claude_sonnet_4_5,A psychologist is designing a study that will investigate the impact of age on intelligence. The results of the psychologist’s study will most likely indicate that intelligence test scores begin to decline in early adulthood if she uses which of the following research designs?,B,B,B,True
meaning_obj_043,meaning,claude_sonnet_4_5,Self-control procedures such as those used for controlling alcohol abuse are most easily implemented,B,A,A,False
meaning_obj_044,meaning,claude_sonnet_4_5,A 20-month old clings nervously to her mother and does not want to explore a new play environment. She suddenly pushes her mother away and does not engage in any hugs her mother tries to give her. The infant’s facial expression shows anxiety but she looks away from her mother. The mother turns away from the baby as well. This child most likely has which type of attachment to her mother?,C,D,D,False
meaning_obj_045,meaning,claude_sonnet_4_5,The 1976 Tarasoff decision established:,B,B,B,True
meaning_obj_046,meaning,claude_sonnet_4_5,Which of the following is NOT a component of Weiner’s attributional style theory?,C,C,C,True
meaning_obj_047,meaning,claude_sonnet_4_5,"According to Harry Stack Sullivan, which of the following cognitive experiences characterizes schizophrenic behavior:",C,C,C,True
meaning_obj_048,meaning,claude_sonnet_4_5,Anxiety induced by reading about an automobile accident some months after having had such an accident best described as an instance of,A,B,B,False
meaning_obj_049,meaning,claude_sonnet_4_5,The INTER-SCORER RELIABILITY is used for essay tests or behavioral observation scales and usually involves a coefficient between rater’s scores. What is the Kappa Coefficient?,A,A,A,True
meaning_obj_050,meaning,claude_sonnet_4_5,"Behaviorist views have been criticized by other approaches for a number of reasons. Ethologists argued that the behaviorists ignored innate, built-in biases in learning due to evolution, but also disagreed with:",A,A,A,True
meaning_obj_051,meaning,claude_sonnet_4_5,Hypnosis is best described as a response to suggestion involving:,B,B,B,True
meaning_obj_052,meaning,claude_sonnet_4_5,The Standard for Educational and Psychological Testing provides,C,C,C,True
meaning_obj_053,meaning,claude_sonnet_4_5,"Awareness that traditional healers (e.g., shamans, curanderos, expititistas) have an important place in many minority communities would suggest that",A,A,A,True
meaning_obj_054,meaning,claude_sonnet_4_5,You are a consultant asked to design an intervention program in a recently integrated housing project where antagonism and hostility between old and new residents are extremely high. The goal is to improve relations through contact. You would be more likely to facilitate that goal if you could arrange interactions that provide opportunities,D,D,D,True
meaning_obj_055,meaning,claude_sonnet_4_5,Any substance that can have a negative impact on fetal development is ___________.,B,B,B,True
meaning_obj_056,meaning,claude_sonnet_4_5,"When preparing a psychological testing report, a psychologist is ethically bound to include",B,B,B,True
meaning_obj_057,meaning,claude_sonnet_4_5,The following measure of general cognitive abilities would be most appropriate for use with a nonverbal adolescent:,B,B,B,True
meaning_obj_058,meaning,claude_sonnet_4_5,"Frustration always leads to aggression/aggression always predicated by frustration. What does the CATHARSIS THEORY states in this issue, but is unsupported by research?",A,A,A,True
meaning_obj_059,meaning,claude_sonnet_4_5,Tonic-clonic seizures most frequently occur in which type of epilepsy,C,C,C,True
meaning_obj_060,meaning,claude_sonnet_4_5,Which of the following is NOT true about the difference between traditional research and program evaluation?,B,B,B,True
