id,dimension,model,question,correct_answer,raw_response,extracted,is_correct
faith_obj_051,faith,gemini_2_5_flash_gloo, Who is the author of Admonitions for Women?,A,A,A,True
faith_obj_052,faith,gemini_2_5_flash_gloo,Who was the first significant anchorite hermit?,C,C,C,True
faith_obj_053,faith,gemini_2_5_flash_gloo,"According to Hindu tradition, which age are we in currently?",A,A,A,True
faith_obj_054,faith,gemini_2_5_flash_gloo,What does the Hebrew word mashiach mean?,A,A,A,True
faith_obj_055,faith,gemini_2_5_flash_gloo, What type of Buddhist organization is the Bodu Bala Sena?,A,A,A,True
faith_obj_056,faith,gemini_2_5_flash_gloo,Where is the largest network of Confucian shrines in the world?,C,B,B,False
faith_obj_057,faith,gemini_2_5_flash_gloo, Which leader is known for spreading the dharma of non-violence?,D,D,D,True
faith_obj_058,faith,gemini_2_5_flash_gloo, The Gospel of John is associated with which theological concept?,D,D,D,True
faith_obj_059,faith,gemini_2_5_flash_gloo, Which is the main form of Buddhism in Sri Lanka?,A,A,A,True
faith_obj_060,faith,gemini_2_5_flash_gloo,What does the phrase Guru-Panth mean within the Sikh traditions?,A,A,A,True
